Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,L,M,temp_diff,TorqueSpeed,Torque_per_rpm,Air temperature [K]_zscore_abs,Process temperature [K]_zscore_abs,Rotational speed [rpm]_zscore_abs,Torque [Nm]_zscore_abs,Tool wear [min]_zscore_abs,Tool_wear_bin,TempDiff_x_ToolWear,anomaly_score,anomaly_flag
M,301.5,311.0,1504,42.6,109,0,0,0,0,0,0,False,True,9.5,64070.4,0.028324468085106382,0.7474383248636677,0.6702278524579102,0.19397202982577413,0.26212331948330425,0.016479680514321294,med,1035.5,0.20533402241941529,0
M,301.5,311.1,1396,43.5,112,0,0,0,0,0,0,False,True,9.600000000000023,60726.0,0.031160458452722063,0.7474383248636677,0.7376253678895164,0.7963679057630868,0.35240378725707894,0.0636093673998919,med,1075.2000000000025,0.19552811818900856,0
M,301.5,311.1,1660,33.8,115,0,0,0,0,0,0,False,True,9.600000000000023,56107.99999999999,0.02036144578313253,0.7474383248636677,0.7376253678895164,0.676155346528122,0.6206190320824944,0.1107390542854625,med,1104.0000000000027,0.1815323134972685,0
M,301.5,311.0,1577,39.7,118,0,0,0,0,0,0,False,True,9.5,62606.9,0.02517438173747622,0.7474383248636677,0.6702278524579102,0.21320296039111317,0.02878041000996999,0.1578687411710331,med,1121.0,0.20660805132082188,0
L,301.5,311.1,1426,52.1,121,0,0,0,0,0,0,True,False,9.600000000000023,74294.6,0.03653576437587658,0.7474383248636677,0.7376253678895164,0.6290357180027222,1.2150838126509274,0.20499842805660373,med,1161.6000000000026,0.17202243983171384,0
L,301.5,311.1,1458,41.4,123,0,0,0,0,0,0,True,False,9.600000000000023,60361.2,0.028395061728395062,0.7474383248636677,0.7376253678895164,0.45054805105833323,0.14174936245160422,0.23641821931365078,med,1180.800000000003,0.20841242339785182,0
L,301.4,311.0,1533,45.8,125,0,0,0,0,0,0,True,False,9.600000000000023,70211.4,0.029876060013046313,0.6974447911251913,0.6702278524579102,0.03221758165742164,0.5831205382345032,0.26783801057069784,med,1200.0000000000027,0.19492006327092054,0
L,301.4,311.0,1701,28.4,127,0,0,0,0,0,0,True,False,9.600000000000023,48308.399999999994,0.016696061140505584,0.6974447911251913,0.6702278524579102,0.9048426698006203,1.1623018387251431,0.2992578018277449,med,1219.200000000003,0.17164187626865413,0
L,301.5,311.1,1434,49.6,129,0,0,0,0,0,0,True,False,9.600000000000023,71126.40000000001,0.034588563458856345,0.7474383248636677,0.7376253678895164,0.5844138012666249,0.9643047355015528,0.330677593084792,med,1238.4000000000028,0.19083983215877043,0
L,301.4,311.1,1952,22.7,131,0,0,0,0,0,0,True,False,9.700000000000045,44310.4,0.011629098360655737,0.6974447911251913,0.7376253678895164,2.304855307395671,1.7340781346257168,0.3620973843418391,med,1270.700000000006,0.09963972186786296,0
L,301.4,311.1,1469,36.9,133,0,0,0,0,0,0,True,False,9.700000000000045,54206.1,0.02511912865895167,0.6974447911251913,0.7376253678895164,0.38919291554619956,0.30965297641726985,0.39351717559888616,med,1290.100000000006,0.20203474208052918,0
L,301.4,311.1,1800,26.0,135,0,0,0,0,0,0,True,False,9.700000000000045,46800.0,0.014444444444444444,0.6974447911251913,0.7376253678895164,1.4570388894098236,1.4030497527885424,0.42493696685593324,med,1309.5000000000061,0.14304921950561117,0
M,301.3,311.1,1438,43.0,137,0,0,0,0,0,0,False,True,9.800000000000011,61834.0,0.029902642559109873,0.6474512573867434,0.7376253678895164,0.5621028428985764,0.30224797182720403,0.4563567581129803,med,1342.6000000000015,0.20265533317717166,0
L,301.3,311.1,1647,28.2,140,0,0,0,0,0,0,True,False,9.800000000000011,46445.4,0.017122040072859744,0.6474512573867434,0.7376253678895164,0.603644731831964,1.1823641648970928,0.5034864449985509,med,1372.0000000000016,0.1642882207773339,0
L,301.4,311.1,1494,41.9,142,0,0,0,0,0,0,True,False,9.700000000000045,62598.6,0.028045515394912984,0.6974447911251913,0.7376253678895164,0.24974942574589568,0.19190517788147912,0.534906236255598,high,1377.4000000000065,0.20893638377725038,0
H,301.4,311.1,1445,41.4,144,0,0,0,0,0,0,False,False,9.700000000000045,59823.0,0.028650519031141866,0.6974447911251913,0.7376253678895164,0.5230586657544912,0.14174936245160422,0.566326027512645,high,1396.8000000000065,0.20288776583201812,0
M,301.5,311.1,1507,38.6,149,0,0,0,0,0,0,False,True,9.600000000000023,58170.200000000004,0.025613802256138022,0.7474383248636677,0.7376253678895164,0.17723881104973765,0.1391232039556949,0.6448755056552627,high,1430.4000000000033,0.21224734815353247,0
M,301.4,311.0,1234,55.8,152,0,0,0,0,0,0,False,True,9.600000000000023,68857.2,0.04521880064829822,0.6974447911251913,0.6702278524579102,1.699961719669056,1.5862368468320012,0.6920051925408334,high,1459.2000000000035,0.10624856502830904,0
L,301.4,311.0,1634,32.6,155,0,0,0,0,0,0,True,False,9.600000000000023,53268.4,0.019951040391676868,0.6974447911251913,0.6702278524579102,0.5311341171358059,0.7409929891141936,0.739134879426404,high,1488.0000000000036,0.19525388896253004,0
L,301.4,311.0,1334,53.3,157,0,0,0,0,0,0,True,False,9.600000000000023,71102.2,0.03995502248875562,0.6974447911251913,0.6702278524579102,1.1421877604678403,1.3354577696826266,0.770554670683451,high,1507.2000000000035,0.15616165788689834,0
L,301.4,311.1,1472,44.5,159,0,0,0,0,0,0,True,False,9.700000000000045,65504.0,0.030230978260869564,0.6974447911251913,0.7376253678895164,0.37245969677016305,0.4527154181168287,0.801974461940498,high,1542.3000000000072,0.19735037043450393,0
M,301.3,311.0,1410,52.7,161,0,0,0,0,0,0,False,True,9.699999999999989,74307.0,0.037375886524822696,0.6474512573867434,0.6702278524579102,0.7182795514749166,1.2752707911667773,0.8333942531975451,high,1561.6999999999982,0.16733015625912062,0
L,301.2,310.9,1597,37.9,164,0,0,0,0,0,0,True,False,9.699999999999989,60526.299999999996,0.023731997495303695,0.5974577236482671,0.6028303370263041,0.3247577522313563,0.20934134555752004,0.8805239400831157,high,1590.7999999999981,0.20074672530915233,0
M,301.2,310.9,1460,46.7,166,0,0,0,0,0,0,False,True,9.699999999999989,68182.0,0.03198630136986302,0.5974577236482671,0.6028303370263041,0.4393925718743089,0.6734010060082786,0.9119437313401628,high,1610.199999999998,0.19670902035392335,0
L,301.1,310.8,1274,55.7,169,0,0,0,0,0,0,True,False,9.699999999999989,70961.8,0.04372056514913658,0.5474641899098192,0.5354328215947362,1.4768521359885698,1.5762056837460268,0.9590734182257334,high,1639.2999999999981,0.10723152665583169,0
M,301.0,310.7,1517,40.2,171,0,0,0,0,0,0,False,True,9.699999999999989,60983.4,0.02649967040210943,0.49747065617134273,0.46803530616313,0.12146141512961611,0.021375405419904906,0.9904932094827805,high,1658.699999999998,0.21276614405253247,0
L,301.0,310.7,1300,57.2,174,0,0,0,0,0,0,True,False,9.699999999999989,74360.0,0.044000000000000004,0.49747065617134273,0.46803530616313,1.3318309065962537,1.7266731300356513,1.0376228963683511,high,1687.799999999998,0.10692085452222888,0
H,300.9,310.6,1686,27.7,176,0,0,0,0,0,0,False,False,9.700000000000045,46702.2,0.016429418742586,0.4474771224328664,0.40063779073156214,0.821176575920438,1.2325199803269677,1.0690426876253982,high,1707.200000000008,0.1594396805794065,0
M,300.9,310.7,1485,41.0,181,0,0,0,0,0,0,False,True,9.800000000000011,60885.0,0.027609427609427608,0.4474771224328664,0.46803530616313,0.29994908207400506,0.10162471010770445,1.147592165768016,high,1773.800000000002,0.2055557533257244,0
L,301.0,310.7,1464,45.8,184,0,0,0,0,0,0,True,False,9.699999999999989,67051.2,0.03128415300546448,0.49747065617134273,0.46803530616313,0.41708161350626033,0.5831205382345032,1.1947218526535865,high,1784.799999999998,0.19798115617171086,0
L,300.9,310.6,1598,35.4,186,0,0,0,0,0,0,True,False,9.700000000000045,56569.2,0.022152690863579474,0.4474771224328664,0.40063779073156214,0.3303354918233684,0.4601204227068945,1.2261416439106336,high,1804.2000000000085,0.19284982434502979,0
L,300.9,310.5,1894,21.9,188,0,0,0,0,0,0,True,False,9.600000000000023,41478.6,0.011562829989440337,0.4474771224328664,0.333240275299956,1.9813464110589663,1.8143274393135167,1.2575614351676807,high,1804.8000000000043,0.09888765719620263,0
M,300.8,310.5,1330,59.0,190,0,0,0,0,0,0,False,True,9.699999999999989,78470.0,0.0443609022556391,0.39748358869441847,0.333240275299956,1.164498718835889,1.9072340655832007,1.2889812264247278,high,1842.9999999999977,0.09195208566349478,0
H,300.8,310.5,1582,31.1,193,0,0,0,0,0,0,False,False,9.699999999999989,49200.200000000004,0.01965865992414665,0.39748358869441847,0.333240275299956,0.24109165835117394,0.8914604354038184,1.3361109133102982,high,1872.0999999999979,0.176646281308927,0
L,300.7,310.3,1533,35.6,198,0,0,0,0,0,0,True,False,9.600000000000023,54574.8,0.023222439660795825,0.3474900549559421,0.19844524443678194,0.03221758165742164,0.44005809653494427,1.4146603914529159,high,1900.8000000000045,0.1894341227968318,0
H,300.8,310.4,1419,46.4,200,0,0,0,0,0,0,False,False,9.599999999999966,65841.59999999999,0.03269908386187456,0.39748358869441847,0.2658427598683498,0.6680798951468072,0.6433075167503531,1.446080182709963,high,1919.9999999999932,0.18618894678288772,0
M,300.8,310.3,1526,36.3,205,0,0,0,0,0,0,False,True,9.5,55393.799999999996,0.023787680209698556,0.39748358869441847,0.19844524443678194,0.07126175880150673,0.36983995493311983,1.5246296608525807,high,1947.5,0.1896630078631536,0
H,300.7,310.2,1364,65.3,208,1,1,0,1,1,0,False,False,9.5,89069.2,0.04787390029325513,0.3474900549559421,0.13104772900517578,0.9748555727074758,2.539197339999624,1.5717593477381513,high,1976.0,0.015562262820173034,0
M,300.8,310.3,1458,43.4,0,0,0,0,0,0,0,False,True,9.5,63277.2,0.029766803840877914,0.39748358869441847,0.19844524443678194,0.45054805105833323,0.3423726241711038,1.6958989429947442,low,0.0,0.18125485812195996,0
M,300.8,310.4,1288,64.0,3,0,0,0,0,0,0,False,True,9.599999999999966,82432.0,0.049689440993788817,0.39748358869441847,0.2658427598683498,1.3987637817003995,2.4087922198819496,1.6487692561091736,low,28.799999999999898,0.015185438878962176,0
M,300.7,310.3,1659,29.8,6,0,0,0,0,0,0,False,True,9.600000000000023,49438.200000000004,0.01796262808921037,0.3474900549559421,0.19844524443678194,0.6705776069361098,1.021865555521493,1.601639569223603,low,57.600000000000136,0.1575270989597844,0
H,300.7,310.2,1479,52.3,9,0,0,0,0,0,0,False,False,9.5,77351.7,0.035361730899256254,0.3474900549559421,0.13104772900517578,0.333415519626078,1.2351461388228768,1.5545098823380323,low,85.5,0.13151988662612218,0
L,300.7,310.3,1592,36.0,14,0,0,0,0,0,0,True,False,9.600000000000023,57312.0,0.022613065326633167,0.3474900549559421,0.19844524443678194,0.2968690542712955,0.3999334441910445,1.4759604041954146,low,134.40000000000032,0.1839683464221959,0
M,300.6,310.2,1532,38.7,16,0,0,0,0,0,0,False,True,9.599999999999966,59288.4,0.02526109660574413,0.29749652121749415,0.13104772900517578,0.03779532124943379,0.1290920408697198,1.4445406129383676,low,153.59999999999945,0.20030614643878247,0
L,300.6,310.2,1555,41.9,19,0,0,0,0,0,0,True,False,9.599999999999966,65154.5,0.026945337620578776,0.29749652121749415,0.13104772900517578,0.09049268936684576,0.19190517788147912,1.397410926052797,low,182.39999999999935,0.19126583764408894,0
L,300.6,310.2,1341,52.6,21,0,0,0,0,0,0,True,False,9.599999999999966,70536.6,0.03922445935868755,0.29749652121749415,0.13104772900517578,1.1031435833237553,1.2652396280808023,1.3659911347957499,low,201.59999999999928,0.1340433650512411,0
L,300.6,310.1,1541,42.0,23,0,0,0,0,0,0,True,False,9.5,64722.0,0.027255029201817,0.29749652121749415,0.06365021357360791,0.012404335078675595,0.20193634096745425,1.3345713435387028,low,218.5,0.19455290837542127,0
L,300.6,310.3,1414,50.6,25,0,0,0,0,0,0,True,False,9.699999999999989,71548.40000000001,0.035785007072135784,0.29749652121749415,0.19844524443678194,0.6959685931068681,1.0646163663613026,1.3031515522816557,low,242.49999999999972,0.17827736556445228,0
L,300.5,310.2,1764,25.9,27,0,0,0,0,0,0,True,False,9.699999999999989,45687.6,0.014682539682539682,0.2475029874790178,0.13104772900517578,1.256240264097386,1.4130809158745175,1.2717317610246086,low,261.8999999999997,0.1328722947658043,0
L,300.5,310.3,1336,57.1,29,0,0,0,0,0,0,True,False,9.800000000000011,76285.6,0.04273952095808383,0.2475029874790178,0.19844524443678194,1.131032281283816,1.7166419669496762,1.2403119697675615,low,284.20000000000033,0.11758812552001152,0
L,300.5,310.3,1435,43.3,31,0,0,0,0,0,0,True,False,9.800000000000011,62135.49999999999,0.030174216027874564,0.2475029874790178,0.19844524443678194,0.5788360616746128,0.3323414610851287,1.2088921785105144,low,303.80000000000035,0.20682927799870326,0
M,300.4,310.3,1537,35.0,33,0,0,0,0,0,0,False,True,9.900000000000034,53795.0,0.02277163305139883,0.19750945374054144,0.19844524443678194,0.009906623289373024,0.5002450750507943,1.1774723872534674,low,326.7000000000011,0.19552622641234046,0
L,300.3,310.2,1369,48.8,36,0,0,0,0,0,0,True,False,9.899999999999977,66807.2,0.035646457268078885,0.14751592000209351,0.13104772900517578,0.946966874747415,0.8840554308137525,1.1303427003678967,low,356.3999999999992,0.18603419957742456,0
M,300.2,310.1,1619,31.3,38,0,0,0,0,0,0,False,True,9.900000000000034,50674.700000000004,0.019332921556516367,0.09752238626361714,0.06365021357360791,0.4474680232556237,0.8713981092318684,1.0989229091108497,low,376.2000000000013,0.1783891872538899,0
L,300.2,310.1,1440,51.1,41,0,0,0,0,0,0,True,False,9.900000000000034,73584.0,0.035486111111111114,0.09752238626361714,0.06365021357360791,0.550947363714552,1.1147721817911775,1.051793222225279,low,405.9000000000014,0.17088909877832237,0
L,300.2,310.1,1649,30.5,43,0,0,0,0,0,0,True,False,9.900000000000034,50294.5,0.018496058217101274,0.09752238626361714,0.06365021357360791,0.6148002110159883,0.9516474139196683,1.020373430968232,low,425.70000000000147,0.17257702461364083,0
M,300.2,310.1,1550,38.7,45,0,0,0,0,0,0,False,True,9.900000000000034,59985.00000000001,0.024967741935483873,0.09752238626361714,0.06365021357360791,0.06260399140678499,0.1290920408697198,0.988953639711185,low,445.50000000000153,0.20683622511681787,0
L,300.3,310.2,1471,45.2,48,0,0,0,0,0,0,True,False,9.899999999999977,66489.2,0.030727396329027875,0.14751592000209351,0.13104772900517578,0.37803743636217524,0.5229335597186539,0.9418239528256144,low,475.1999999999989,0.2026791723064746,0
L,300.3,310.3,1483,51.6,50,0,0,0,0,0,0,True,False,10.0,76522.8,0.034794335805799055,0.14751592000209351,0.19844524443678194,0.3111045612580294,1.1649279972210524,0.9104041615685673,low,500.0,0.14442609143262275,0
L,300.3,310.4,1336,54.4,52,0,0,0,0,0,0,True,False,10.099999999999966,72678.4,0.0407185628742515,0.14751592000209351,0.2658427598683498,1.131032281283816,1.4458005636283515,0.8789843703115202,low,525.1999999999982,0.1351738554555707,0
L,300.5,310.5,1515,36.6,54,0,0,0,0,0,0,True,False,10.0,55449.0,0.02415841584158416,0.2475029874790178,0.333240275299956,0.13261689431364043,0.3397464656751945,0.8475645790544731,low,540.0,0.20275669171445554,0
L,300.5,310.5,1373,47.4,56,0,0,0,0,0,0,True,False,10.0,65080.2,0.03452294246176256,0.2475029874790178,0.333240275299956,0.9246559163793664,0.743619147610103,0.816144787797426,low,560.0,0.19405556913435557,0
H,300.6,310.5,1454,51.2,58,0,0,0,0,0,0,False,False,9.899999999999977,74444.8,0.035213204951856945,0.29749652121749415,0.333240275299956,0.47285900942638187,1.1248033448771526,0.7847249965403791,low,574.1999999999987,0.16811824614304904,0
L,300.5,310.5,1646,34.5,63,0,0,0,0,0,0,True,False,10.0,56787.0,0.020959902794653706,0.2475029874790178,0.333240275299956,0.5980669922399519,0.5504008904806692,0.7061755183977614,med,630.0,0.18553156933445564,0
M,300.5,310.4,1548,37.3,65,0,0,0,0,0,0,False,True,9.899999999999977,57740.399999999994,0.024095607235142116,0.2475029874790178,0.2658427598683498,0.05144851222276068,0.2695283240733701,0.6747557271407143,med,643.4999999999985,0.20551105532540032,0
M,300.6,310.5,1462,41.3,68,0,0,0,0,0,0,False,True,9.899999999999977,60380.6,0.028248974008207934,0.29749652121749415,0.333240275299956,0.4282370926902846,0.13171819936562912,0.6276260402551437,med,673.1999999999985,0.20653347720427606,0
L,300.5,310.4,1702,33.1,71,0,0,0,0,0,0,True,False,9.899999999999977,56336.200000000004,0.01944770857814336,0.2475029874790178,0.2658427598683498,0.9104204093926325,0.6908371736843187,0.5804963533695731,med,702.8999999999984,0.17577324625491786,0
L,300.5,310.5,1409,60.9,73,0,0,0,0,0,0,True,False,10.0,85808.09999999999,0.04322214336408801,0.2475029874790178,0.333240275299956,0.7238572910669289,2.097826164216725,0.549076562112526,med,730.0,0.07208751687293335,0
M,300.6,310.6,1427,52.8,75,0,0,0,0,0,0,False,True,10.0,75345.59999999999,0.03700070077084793,0.29749652121749415,0.40063779073156214,0.62345797841071,1.2853019542527517,0.5176567708554789,med,750.0,0.16399548015563087,0
L,300.6,310.7,1438,48.5,78,1,0,0,0,0,0,True,False,10.099999999999966,69743.0,0.03372739916550765,0.29749652121749415,0.46803530616313,0.5621028428985764,0.8539619415558278,0.47052708396990833,med,787.7999999999973,0.18942623528635183,0
L,300.7,310.7,1450,43.4,80,0,0,0,0,0,0,True,False,10.0,62930.0,0.02993103448275862,0.3474900549559421,0.46803530616313,0.49516996779443045,0.3423726241711038,0.43910729271286125,med,800.0,0.20936764376042255,0
L,300.7,310.7,1541,41.3,82,0,0,0,0,0,0,True,False,10.0,63643.299999999996,0.02680077871512005,0.3474900549559421,0.46803530616313,0.012404335078675595,0.13171819936562912,0.40768750145581417,med,820.0,0.20743118903898083,0
M,300.7,310.6,1484,38.0,84,0,0,0,0,0,0,False,True,9.900000000000034,56392.0,0.025606469002695417,0.3474900549559421,0.40063779073156214,0.3055268216660172,0.19931018247154492,0.3762677101987671,med,831.6000000000029,0.20779150250556272,0
M,300.8,310.8,1415,44.5,87,0,0,0,0,0,0,False,True,10.0,62967.5,0.031448763250883395,0.39748358869441847,0.5354328215947362,0.6903908535148559,0.4527154181168287,0.32913802331319647,med,870.0,0.20738388201905456,0
L,300.7,310.8,1496,46.4,90,0,0,0,0,0,0,True,False,10.100000000000023,69414.4,0.03101604278074866,0.3474900549559421,0.5354328215947362,0.23859394656187136,0.6433075167503531,0.2820083364276259,med,909.000000000002,0.19549726645359,0
M,300.7,310.8,1465,45.2,92,0,0,0,0,0,0,False,True,10.100000000000023,66218.0,0.030853242320819114,0.3474900549559421,0.5354328215947362,0.41150387391424814,0.5229335597186539,0.2505885451705788,med,929.2000000000021,0.20555455682530327,0
L,300.7,310.8,2113,18.5,95,0,0,0,0,0,0,True,False,10.100000000000023,39090.5,0.008755324183625178,0.3474900549559421,0.5354328215947362,3.202871381709628,2.155386984236666,0.2034588582850082,med,959.5000000000022,0.004137829264840853,0
M,300.7,310.8,1506,44.0,97,0,0,0,0,0,0,False,True,10.100000000000023,66264.0,0.029216467463479414,0.3474900549559421,0.5354328215947362,0.18281655064174981,0.40255960268695384,0.17203906702796112,med,979.7000000000022,0.20441964882924607,0
L,300.7,310.8,1689,28.9,100,0,0,0,0,0,0,True,False,10.100000000000023,48812.1,0.017110716400236824,0.3474900549559421,0.5354328215947362,0.8379097946964745,1.1121460232952682,0.12490938014239053,med,1010.0000000000023,0.16470312751026034,0
L,300.7,310.9,1650,29.4,102,0,0,0,0,0,0,True,False,10.199999999999989,48510.0,0.017818181818181816,0.3474900549559421,0.6028303370263041,0.6203779506080005,1.0619902078653933,0.09348958888534346,med,1040.3999999999987,0.16776569530306495,0
L,300.7,310.8,1563,33.8,104,0,0,0,0,0,0,True,False,10.100000000000023,52829.399999999994,0.021625079974408188,0.3474900549559421,0.5354328215947362,0.13511460610294299,0.6206190320824944,0.06206979762829638,med,1050.4000000000024,0.19162881143291938,0
M,300.7,310.9,1486,38.9,106,0,0,0,0,0,0,False,True,10.199999999999989,57805.4,0.026177658142664872,0.3474900549559421,0.6028303370263041,0.2943713424819929,0.10902971469777024,0.030650006371249313,med,1081.199999999999,0.207384835092157,0
L,300.8,310.9,1732,25.7,109,0,0,0,0,0,0,True,False,10.099999999999966,44512.4,0.014838337182448036,0.39748358869441847,0.6028303370263041,1.077752597152997,1.4331432420464674,0.016479680514321294,med,1100.8999999999962,0.1419251390966073,0
L,300.7,310.8,1653,31.6,111,0,0,0,0,0,0,True,False,10.100000000000023,52234.8,0.0191167574107683,0.3474900549559421,0.5354328215947362,0.6371111693840369,0.8413046199739435,0.047899471771368364,med,1121.1000000000026,0.184185274281008,0
L,300.7,310.9,1535,37.1,113,0,0,0,0,0,0,True,False,10.199999999999989,56948.5,0.024169381107491856,0.3474900549559421,0.6028303370263041,0.02106210247339733,0.2895906502453196,0.07931926302841544,med,1152.5999999999988,0.20398680802315367,0
L,300.7,310.9,1637,37.2,115,0,0,0,0,0,0,True,False,10.199999999999989,60896.4,0.02272449602932193,0.3474900549559421,0.6028303370263041,0.5478673359118424,0.2795594871593445,0.1107390542854625,med,1172.9999999999986,0.18634737283068564,0
L,300.6,310.8,1533,38.5,117,0,0,0,0,0,0,True,False,10.199999999999989,59020.5,0.02511415525114155,0.29749652121749415,0.5354328215947362,0.03221758165742164,0.14915436704167,0.14215884554250957,med,1193.3999999999987,0.21136745706450588,0
L,300.6,310.8,1378,51.2,119,0,0,0,0,0,0,True,False,10.199999999999989,70553.6,0.03715529753265603,0.29749652121749415,0.5354328215947362,0.8967672184193056,1.1248033448771526,0.17357863679955665,med,1213.7999999999986,0.16586211222363378,0
L,300.5,310.7,1606,33.5,121,0,0,0,0,0,0,True,False,10.199999999999989,53801.0,0.020859277708592777,0.2475029874790178,0.46803530616313,0.37495740855946563,0.650712521340419,0.20499842805660373,med,1234.1999999999987,0.19408297381640277,0
L,300.3,310.7,1539,32.3,123,0,0,0,0,0,0,True,False,10.399999999999977,49709.7,0.02098765432098765,0.14751592000209351,0.46803530616313,0.001248855894651286,0.771086478372119,0.23641821931365078,med,1279.199999999997,0.1866241261217514,0
L,300.5,310.8,1728,26.3,125,0,0,0,0,0,0,True,False,10.300000000000011,45446.4,0.015219907407407408,0.2475029874790178,0.5354328215947362,1.0554416387849486,1.3729562635306174,0.26783801057069784,med,1287.5000000000014,0.14495304578350987,0
H,300.4,310.7,1656,36.3,127,0,0,0,0,0,0,False,False,10.300000000000011,60112.799999999996,0.021920289855072463,0.19750945374054144,0.46803530616313,0.6538443881600734,0.36983995493311983,0.2992578018277449,med,1308.1000000000015,0.1843117522878161,0
H,300.5,310.8,1631,30.5,132,0,0,0,0,0,0,False,False,10.300000000000011,49745.5,0.01870018393623544,0.2475029874790178,0.5354328215947362,0.5144008983597695,0.9516474139196683,0.3778072799703626,med,1359.6000000000015,0.18574223764448933,0
H,300.5,310.9,1447,46.5,137,0,0,0,0,0,0,False,False,10.399999999999977,67285.5,0.032135452660677265,0.2475029874790178,0.6028303370263041,0.511903186570467,0.6533386798363283,0.4563567581129803,med,1424.799999999997,0.19946802840801947,0
L,300.4,310.8,1396,49.3,142,0,0,0,0,0,0,True,False,10.400000000000034,68822.8,0.035315186246418336,0.19750945374054144,0.5354328215947362,0.7963679057630868,0.9342112462436274,0.534906236255598,high,1476.8000000000047,0.18973168789207884,0
L,300.4,310.8,1390,52.5,144,0,0,0,0,0,0,True,False,10.400000000000034,72975.0,0.03776978417266187,0.19750945374054144,0.5354328215947362,0.8298343433151597,1.255208464994827,0.566326027512645,high,1497.600000000005,0.16105213924508865,0
L,300.4,310.8,1348,56.0,146,0,0,0,0,0,0,True,False,10.400000000000034,75488.0,0.04154302670623145,0.19750945374054144,0.5354328215947362,1.0640994061796702,1.6062991730039513,0.5977458187696921,high,1518.400000000005,0.12926623362695622,0
M,300.4,310.8,1491,35.9,148,0,0,0,0,0,0,False,True,10.400000000000034,53526.9,0.024077800134138162,0.19750945374054144,0.5354328215947362,0.26648264452193215,0.4099646072770196,0.6291656100267392,high,1539.200000000005,0.19609866916799584,0
L,300.4,310.8,1520,37.6,151,0,0,0,0,0,0,True,False,10.400000000000034,57152.0,0.024736842105263158,0.19750945374054144,0.5354328215947362,0.10472819635357965,0.2394348348154447,0.6762952969123098,high,1570.400000000005,0.21083228362680995,0
L,300.5,310.8,1509,33.0,153,0,0,0,0,0,0,True,False,10.300000000000011,49797.0,0.02186878727634195,0.2475029874790178,0.5354328215947362,0.16608333186571336,0.7008683367702939,0.7077150881693569,high,1575.9000000000017,0.17413144848244883,0
L,300.5,310.8,1445,46.6,155,0,0,0,0,0,0,True,False,10.300000000000011,67337.0,0.032249134948096884,0.2475029874790178,0.5354328215947362,0.5230586657544912,0.6633698429223034,0.739134879426404,high,1596.5000000000018,0.19344240902869136,0
L,300.5,310.8,1354,51.8,157,0,0,0,0,0,0,True,False,10.300000000000011,70137.2,0.038257016248153614,0.2475029874790178,0.5354328215947362,1.0306329686275972,1.184990323393002,0.770554670683451,high,1617.1000000000017,0.15573169000442477,0
L,300.5,310.7,1488,39.4,159,0,0,0,0,0,0,True,False,10.199999999999989,58627.2,0.026478494623655913,0.2475029874790178,0.46803530616313,0.2832158632979686,0.05887389926789535,0.801974461940498,high,1621.7999999999981,0.2065154447651784,0
H,300.5,310.7,1654,28.6,161,0,0,0,0,0,0,False,False,10.199999999999989,47304.4,0.017291414752116083,0.2475029874790178,0.46803530616313,0.642688908976049,1.1422395125531928,0.8333942531975451,high,1642.1999999999982,0.15598152380379865,0
H,300.5,310.6,1378,51.5,166,0,0,0,0,0,0,False,False,10.100000000000023,70967.0,0.03737300435413643,0.2475029874790178,0.40063779073156214,0.8967672184193056,1.1548968341350772,0.9119437313401628,high,1676.6000000000038,0.16676179922547923,0
L,300.6,310.7,1750,30.6,171,0,0,0,0,0,0,True,False,10.099999999999966,53550.0,0.017485714285714285,0.29749652121749415,0.46803530616313,1.178151909809216,0.9416162508336933,0.9904932094827805,high,1727.0999999999942,0.14841838156935772,0
L,300.5,310.6,1448,46.3,173,0,0,0,0,0,0,True,False,10.100000000000023,67042.4,0.03197513812154696,0.2475029874790178,0.40063779073156214,0.5063254469784548,0.6332763536643781,1.0219130007398276,high,1747.3000000000038,0.19488528365672703,0
H,300.6,310.7,1501,45.3,175,0,0,0,0,0,0,False,False,10.099999999999966,67995.3,0.0301798800799467,0.29749652121749415,0.46803530616313,0.21070524860181059,0.5329647228046283,1.0533327919968747,high,1767.499999999994,0.19311090830841338,0
M,300.6,310.7,1654,32.0,180,0,0,0,0,0,0,False,True,10.099999999999966,52928.0,0.019347037484885126,0.29749652121749415,0.46803530616313,0.642688908976049,0.8011799676300436,1.1318822701394924,high,1817.9999999999939,0.17587161958944886,0
M,300.7,310.7,1347,46.5,183,0,0,0,0,0,0,False,True,10.0,62635.5,0.034521158129175944,0.3474900549559421,0.46803530616313,1.0696771457716825,0.6533386798363283,1.179011957025063,high,1830.0,0.17252041678169283,0
L,300.7,310.8,1486,37.1,186,0,0,0,0,0,0,True,False,10.100000000000023,55130.6,0.02496635262449529,0.3474900549559421,0.5354328215947362,0.2943713424819929,0.2895906502453196,1.2261416439106336,high,1878.6000000000042,0.1928949162615402,0
H,300.8,310.8,1466,45.2,188,0,0,0,0,0,0,False,False,10.0,66263.2,0.030832196452933152,0.39748358869441847,0.5354328215947362,0.405926134322236,0.5229335597186539,1.2575614351676807,high,1880.0,0.18994261271537788,0
